Feature Name,Relative Importance
Beyond1Std_r,0.0
Psi_CS_r,0.0
Period_band_r,0.0
Harmonics_phase_2_r,0.0
Harmonics_phase_3_r,0.0
Harmonics_phase_4_r,0.0
Harmonics_phase_5_r,0.0
Harmonics_phase_6_r,0.0
Harmonics_phase_7_r,0.0
IAR_phi_r,0.0
MHPS_high_r,0.0
Autocor_length_r,0.0
Psi_eta_r,0.0
Eta_e_r,0.0
Gskew_r,0.0
Mean_r,0.0
MHPS_low_r,0.0
Rcs_r,0.0
Skew_r,0.0
SmallKurtosis_r,0.0
StetsonK_r,0.0
Pvar_r,0.0
SF_ML_gamma_r,0.0
LinearTrend_r,-0.0002710027100270962
Amplitude_r,-0.0002710027100270962
PercentAmplitude_r,-0.0002710027100270962
Harmonics_mag_1_r,-0.0005420054200541924
GP_DRW_tau_r,-0.00189701897018969
MHPS_ratio_r,-0.0021680216802167753
AndersonDarling_r,-0.028726287262872584
